id,amount_tsh,existing year,funder,gps_height,installer,num_private,basin,subvillage,region,population,public_meeting,recorded_by,scheme_management,permit,extraction_type_class,management_group,payment_type,water_quality,quantity,source_class,waterpoint_type_group
63551,0.0,31.0,Finw,188,FinW,0,Ruvuma / Southern Coast,Mdenga,Mtwara,1.0,True,GeoData Consultants Ltd,Water Board,True,submersible,user-group,never pay,soft,dry,groundwater,communal standpipe
30021,0.0,39.0,Ministry Of Water,770,DWE,0,Ruvuma / Southern Coast,Madukani A,Ruvuma,300.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,on failure,soft,dry,surface,communal standpipe
11373,2000.0,15.0,Dhv,123,DWE,0,Wami / Ruvu,Kibana,Morogoro,200.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,monthly,salty,insufficient,groundwater,hand pump
2006,0.0,unknown,Concern World Wide,0,DWE,0,Lake Tanganyika,Chebitoke,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
62388,0.0,unknown,Government Of Tanzania,0,DWE,0,Lake Tanganyika,Mwalukwi,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,on failure,soft,enough,groundwater,hand pump
47949,20.0,38.0,Makonde Water Supply,632,Makonde water Supply,0,Ruvuma / Southern Coast,Ndonda,Mtwara,386.0,True,GeoData Consultants Ltd,VWC,False,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
23075,0.0,4.0,Songea Municipal Counci,1166,MWE,0,Ruvuma / Southern Coast,Ndilimalitembo,Ruvuma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,dry,surface,communal standpipe
54591,0.0,15.0,Oxfam,1537,DWE,0,Pangani,Mula,Arusha,200.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
4415,0.0,20.0,Kilindi District Co,0,DWE,0,Pangani,Manga,Tanga,1.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,salty,unknown,groundwater,hand pump
18438,0.0,13.0,Hsw,1234,HSW,0,Lake Victoria,Serengeti,Mara,250.0,unknown,GeoData Consultants Ltd,VWC,True,handpump,user-group,unknown,soft,enough,groundwater,hand pump
47227,0.0,unknown,unknown,0,unknown,0,Lake Nyasa,Bugoba,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,unknown,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
32803,30.0,27.0,Dh,0,DH,0,Wami / Ruvu,Mgudeni,Morogoro,1100.0,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,per bucket,salty,insufficient,groundwater,communal standpipe
61007,300.0,41.0,Government Of Tanzania,1440,Central govt,0,Pangani,Mcheni,Kilimanjaro,120.0,True,GeoData Consultants Ltd,Water Board,False,gravity,user-group,monthly,soft,enough,surface,other
65713,300.0,18.0,Germany Republi,1612,CES,0,Pangani,Sawendoo,Kilimanjaro,50.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,other,soft,enough,groundwater,communal standpipe
4149,0.0,unknown,Hifab,0,Hesawa,0,Lake Victoria,Ngasani,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,enough,groundwater,other
12758,0.0,5.0,Lawatefuka Water Supply,1704,Lawatefuka water sup,0,Pangani,Maini,Kilimanjaro,1.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
13084,300.0,7.0,Isf,802,DWE,0,Lake Tanganyika,Rulinga,Kigoma,700.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
35610,0.0,39.0,Dwe,1594,DWE,0,Lake Rukwa,Mpui Kati,Rukwa,560.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
54093,0.0,unknown,Rwssp,0,DWE,0,Lake Tanganyika,Isumba,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,unknown,milky,enough,groundwater,hand pump
42439,250.0,4.0,Villagers,1283,Villagers,0,Lake Tanganyika,Kiduguda A,Kigoma,120.0,True,GeoData Consultants Ltd,Water authority,True,gravity,user-group,monthly,soft,insufficient,surface,communal standpipe
40534,500.0,36.0,Government Of Tanzania,700,DWE,0,Pangani,Msitu Wa Tembo,Manyara,150.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,monthly,soft,insufficient,groundwater,communal standpipe
46477,0.0,10.0,World Vision,1521,KKKT,0,Pangani,Kimandolu,Arusha,350.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
63169,0.0,unknown,Kkkt,0,KKKT,0,Lake Rukwa,Inyala,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,other,user-group,on failure,soft,enough,groundwater,other
4545,100.0,7.0,Robert Loyal,929,World vision,0,Pangani,Oldonyoilabi,Manyara,300.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
67788,500.0,3.0,Germany Republi,812,CES,0,Pangani,Soweto,Kilimanjaro,300.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,other,soft,enough,groundwater,communal standpipe
70091,5000.0,27.0,Danida,1279,DANID,0,Rufiji,Ndolela,Iringa,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,annually,soft,dry,groundwater,communal standpipe
53996,300.0,5.0,Finw,319,FinW,0,Ruvuma / Southern Coast,Mchangani,Mtwara,1.0,True,GeoData Consultants Ltd,Water Board,True,submersible,user-group,monthly,soft,seasonal,groundwater,communal standpipe
17796,20.0,7.0,Plan Int,95,DDCA,0,Wami / Ruvu,Mwanzo Mgumu,Pwani,300.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,per bucket,salty,enough,groundwater,hand pump
55847,50.0,9.0,Government Of Tanzania,109,DWE,0,Ruvuma / Southern Coast,Nanjumba,Lindi,230.0,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
64785,20.0,9.0,Dhv\norp,325,DWE,0,Rufiji,Kamwene,Morogoro,200.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
26140,0.0,unknown,Cspd,0,Sengerema water Department,0,Lake Victoria,Busulwangili Centre,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,seasonal,groundwater,hand pump
56381,6.0,5.0,Ces (gmbh),1467,DWE,0,Pangani,Laso,Kilimanjaro,30.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
68966,0.0,36.0,Government Of Tanzania,550,Local  technician,0,Pangani,Shule,Tanga,400.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
51300,0.0,3.0,Tasaf,222,District water department,0,Ruvuma / Southern Coast,Msing'Ole,Lindi,240.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
51757,0.0,7.0,Rc,2153,RC,0,Lake Nyasa,Mifugo,Iringa,20.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
65640,250.0,14.0,Oxfam,1198,OXFAM,0,Lake Tanganyika,Hungwe B,Kigoma,570.0,True,GeoData Consultants Ltd,Water authority,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
21027,0.0,unknown,Netherlands,0,DWE,0,Internal,Wigelekelo Mashariki,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,other,soft,insufficient,groundwater,hand pump
53724,500.0,27.0,Dhv,252,RWE,0,Rufiji,Mnola,Morogoro,250.0,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,monthly,coloured,insufficient,groundwater,hand pump
26908,300.0,18.0,Germany Republi,1375,CES,0,Pangani,Kyenje,Kilimanjaro,55.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,other,soft,enough,groundwater,communal standpipe
25652,500.0,13.0,Danida /government,1456,DWE,0,Lake Tanganyika,Shuleni,Kigoma,650.0,True,GeoData Consultants Ltd,Water authority,False,handpump,user-group,monthly,soft,enough,groundwater,hand pump
71040,0.0,unknown,Dwsp,0,DWE,0,Lake Victoria,Mwamaswa,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
53348,0.0,unknown,Colon,0,Commu,0,Wami / Ruvu,unknown,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,other,user-group,never pay,salty,dry,groundwater,other
19782,0.0,unknown,Water,0,DWE,0,Internal,Mongolo Kati,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
36271,250.0,13.0,Oxfam,1059,OXFAM,0,Lake Tanganyika,Mkoza,Kigoma,580.0,True,GeoData Consultants Ltd,Water authority,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
26541,0.0,2.0,Adb,1233,DWE,0,Lake Victoria,Shinyanga,Mwanza,300.0,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
70464,200.0,13.0,Dhv,261,DWE,0,Rufiji,Mbwaike,Morogoro,280.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,monthly,soft,insufficient,surface,communal standpipe
59058,0.0,unknown,World Vision,0,Consuting Engineer,0,Internal,Ishola,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,on failure,soft,seasonal,groundwater,hand pump
56509,0.0,8.0,Rished,-5,DWE,0,Pangani,Kijiweni,Tanga,230.0,True,GeoData Consultants Ltd,VWC,False,other,user-group,never pay,soft,insufficient,groundwater,hand pump
50996,0.0,unknown,Lwi,0,LWI,0,Lake Victoria,Guduwi,Shinyanga,<built-in function zeros>,unknown,GeoData Consultants Ltd,WUG,False,handpump,user-group,unknown,soft,enough,groundwater,hand pump
70413,0.0,2.0,African,380,Kuwait,0,Wami / Ruvu,Kamsweke,Morogoro,1.0,False,GeoData Consultants Ltd,Private operator,True,other,commercial,never pay,unknown,dry,unknown,other
19540,5.0,14.0,Germany Republi,1295,CES,0,Pangani,Makaro,Kilimanjaro,95.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
17886,50.0,4.0,Government Of Tanzania,573,Government,0,Pangani,Nadururu,Kilimanjaro,250.0,True,GeoData Consultants Ltd,Water authority,True,handpump,user-group,per bucket,soft,enough,groundwater,hand pump
2095,30.0,5.0,unknown,22,unknown,0,Rufiji,Kitunze,Pwani,1.0,True,GeoData Consultants Ltd,VWC,True,other,user-group,per bucket,salty,enough,groundwater,other
61538,0.0,16.0,Dhv,242,DWE,0,Rufiji,Msumbiji,Morogoro,850.0,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
65494,0.0,50.0,Government Of Tanzania,1169,Community,0,Pangani,Kwa Tulele,Arusha,156.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
45491,500.0,0.0,People From Japan,1306,Grobal resource alliance,0,Lake Victoria,Nyabarara,Mara,400.0,True,GeoData Consultants Ltd,unknown,False,handpump,user-group,monthly,salty,enough,groundwater,hand pump
37220,0.0,36.0,Private Individual,24,Amboni Plantation,41,Pangani,Estate,Tanga,700.0,True,GeoData Consultants Ltd,Private operator,False,submersible,commercial,never pay,soft,enough,groundwater,communal standpipe
54218,0.0,unknown,World Bank,0,Rhoda,0,Wami / Ruvu,unknown,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,submersible,user-group,per bucket,salty,dry,groundwater,communal standpipe
59686,0.0,unknown,World Vision,0,World vision,0,Lake Victoria,Mwandu,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,gravity,user-group,never pay,soft,seasonal,surface,communal standpipe
31393,2000.0,23.0,Abasia,1058,DWE,0,Lake Nyasa,Muungano B,Ruvuma,250.0,True,GeoData Consultants Ltd,VWC,False,other,user-group,monthly,soft,insufficient,surface,communal standpipe
55054,0.0,unknown,Dwsp,0,DWE,0,Lake Victoria,Ng'Ong'Wa,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
21958,0.0,53.0,unknown,1454,unknown,0,Internal,Mosi,Singida,1.0,True,GeoData Consultants Ltd,VWC,unknown,motorpump,user-group,unknown,unknown,dry,groundwater,communal standpipe
66499,450.0,18.0,Germany Republi,1746,CES,0,Pangani,Woongo,Kilimanjaro,100.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,other,soft,enough,groundwater,communal standpipe
69750,50.0,21.0,Hesawa,1585,Hesawa,0,Lake Victoria,Center,Mara,2145.0,True,GeoData Consultants Ltd,WUG,unknown,handpump,user-group,per bucket,soft,enough,groundwater,hand pump
40828,0.0,19.0,Dwe,1763,DWE,0,Lake Rukwa,Majengo,Rukwa,1000.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
10927,0.0,5.0,Plan Int,123,DDCA,0,Wami / Ruvu,Kitanga Mjini,Pwani,200.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
52853,0.0,35.0,Danida,991,DWE,0,Ruvuma / Southern Coast,Njoka Kati,Ruvuma,300.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,on failure,soft,enough,surface,communal standpipe
20436,1500.0,1.0,Mission,1069,DWE,0,Ruvuma / Southern Coast,Kilanga Juu,Ruvuma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,monthly,soft,seasonal,groundwater,hand pump
2178,0.0,11.0,Kalitasi,1515,kalitasi,0,Pangani,Msaa,Kilimanjaro,45.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
70197,0.0,1.0,Losaa-kia Water Supply,1400,Losaa-Kia water supp,0,Pangani,Kitahemu,Kilimanjaro,1.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
42000,500.0,27.0,Unicef,1510,DWE,0,Rufiji,Ihanja,Iringa,130.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
58941,0.0,1.0,Tasaf,1935,Commu,0,Lake Nyasa,Makovo,Iringa,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
61707,0.0,unknown,Redep,0,DWE,0,Lake Victoria,Shilingwa,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,enough,groundwater,other
28955,0.0,31.0,Finw,211,FinW,0,Ruvuma / Southern Coast,Majengo,Mtwara,1.0,True,GeoData Consultants Ltd,Water Board,True,submersible,user-group,never pay,soft,dry,groundwater,communal standpipe
61906,20000.0,11.0,Government Of Tanzania,104,Government,0,Pangani,Rigda,Tanga,15.0,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,monthly,soft,enough,surface,hand pump
48164,1200.0,unknown,Conce,1368,DWE,0,Rufiji,O,Iringa,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
45217,5000.0,27.0,Rudep,1184,Distri,0,Lake Rukwa,Isengo A,Rukwa,150.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,annually,soft,insufficient,groundwater,hand pump
56244,0.0,unknown,Oxfarm,0,DWE,0,Lake Victoria,Kibembe,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
66945,0.0,3.0,unknown,1466,unknown,0,Internal,Majimakoho,Singida,1.0,True,GeoData Consultants Ltd,VWC,unknown,motorpump,user-group,unknown,unknown,unknown,groundwater,communal standpipe
20655,0.0,unknown,Government Of Tanzania,0,GOVER,0,Wami / Ruvu,Bombani,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
7924,0.0,26.0,Tardo,1743,Tardo,8,Pangani,Kwetongo,Tanga,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
19171,0.0,7.0,World Bank,475,World,0,Wami / Ruvu,Msamvu,Morogoro,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,unknown,dry,surface,communal standpipe
65349,0.0,unknown,Danida,0,Central government,0,Lake Nyasa,Ushirika,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,Water authority,True,gravity,commercial,monthly,soft,dry,groundwater,communal standpipe
40561,0.0,2.0,Magadini-makiwaru Water,1545,Magadini-Makiwaru wa,0,Internal,Mwangaza,Kilimanjaro,1.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
1023,0.0,unknown,Hesawa,0,DWE,0,Lake Victoria,Kakili,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
1508,0.0,15.0,Ministry Of Water,1196,DWE,0,Internal,Kantsi,Manyara,132.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
26647,0.0,14.0,Unhcr,1334,TWESA,0,Lake Tanganyika,Kumunzoya,Kigoma,350.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,unknown,soft,insufficient,groundwater,hand pump
70445,2500.0,4.0,Dmdd,1576,Dmdd,0,Internal,Bashang,Manyara,268.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,monthly,soft,insufficient,groundwater,communal standpipe
50199,20.0,33.0,unknown,1612,unknown,0,Internal,Simbo,Singida,120.0,True,GeoData Consultants Ltd,VWC,unknown,motorpump,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
26964,0.0,10.0,Government Of Tanzania,148,DWE,0,Pangani,Msumbiji,Tanga,280.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
32219,0.0,unknown,Si,0,SI,0,Lake Victoria,Kijijini,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
16046,0.0,10.0,Happy Watoto Foundation,1230,Happy watoto foundation,0,Pangani,Chemchem,Arusha,98.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,soft,insufficient,surface,communal standpipe
15737,0.0,unknown,Hesawa,0,Government,0,Lake Victoria,Changabe,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
72539,0.0,unknown,Kkkt,0,KKKT,0,Lake Rukwa,Lupango,Mbeya,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,seasonal,groundwater,hand pump
67393,2000.0,19.0,Danida,609,DANIDA,0,Ruvuma / Southern Coast,Kasugulu,Ruvuma,1.0,True,GeoData Consultants Ltd,VWC,False,other,user-group,annually,soft,enough,groundwater,hand pump
29013,500.0,2.0,Rc Church,1857,ACRA,0,Rufiji,Ukamba,Iringa,105.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
23734,50.0,5.0,Ded,181,DW,0,Wami / Ruvu,Midulu,Pwani,120.0,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,per bucket,soft,enough,surface,communal standpipe
73315,50.0,13.0,unknown,1508,unknown,0,Internal,Misri,Singida,300.0,True,GeoData Consultants Ltd,VWC,unknown,submersible,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
31537,50.0,28.0,Unicef,-15,Unisef,0,Ruvuma / Southern Coast,Risoa,Mtwara,200.0,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
6953,30.0,27.0,Dh,0,DH,0,Wami / Ruvu,Bombani,Morogoro,5000.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,per bucket,soft,insufficient,groundwater,hand pump
41659,0.0,unknown,World Vision,0,ADP,0,Lake Tanganyika,Itinde,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,unknown,soft,seasonal,groundwater,hand pump
4867,0.0,29.0,Tcrs,1132,TCRS,0,Lake Tanganyika,Barabara 6,Rukwa,76.0,True,GeoData Consultants Ltd,Water authority,True,other,commercial,never pay,soft,enough,groundwater,hand pump
21370,0.0,43.0,Mwika Lekura Water User,1177,Mwika Lekura Water User,0,Pangani,Onyonya,Kilimanjaro,1.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,monthly,soft,insufficient,groundwater,communal standpipe
65133,500.0,31.0,Norad,1026,RWE,0,Lake Tanganyika,Sumpa,Kigoma,113.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
9373,0.0,unknown,Government Of Tanzania,0,Central government,0,Lake Tanganyika,Stesheni,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
17907,100.0,18.0,Snv,999,DWE,0,Lake Nyasa,Nambunje,Ruvuma,180.0,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,monthly,soft,insufficient,groundwater,hand pump
71828,0.0,unknown,District Council,0,District Council,0,Rufiji,Iganjo,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,annually,soft,dry,surface,communal standpipe
72894,0.0,unknown,W,0,Ns,0,Lake Victoria,Kibale,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,improved spring
41582,200.0,16.0,Government Of Tanzania,300,RWE,0,Rufiji,Hiyariyamoyo,Morogoro,195.0,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,monthly,soft,insufficient,groundwater,hand pump
46838,1500.0,11.0,Mission,785,DWE,0,Ruvuma / Southern Coast,Masimango,Ruvuma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,annually,soft,enough,surface,communal standpipe
70576,0.0,unknown,Water,0,Commu,0,Wami / Ruvu,Mgomole,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,motorpump,user-group,per bucket,soft,dry,groundwater,communal standpipe
23323,0.0,13.0,unknown,952,unknown,0,Internal,Migungani,Arusha,1.0,False,GeoData Consultants Ltd,WUA,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
3973,5000.0,24.0,Rudep,1176,Distri,0,Lake Rukwa,Mshika Jembe,Rukwa,200.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,annually,soft,enough,groundwater,hand pump
65816,0.0,3.0,Twe,1645,TWE,0,Rufiji,Kanisani,Iringa,60.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
43626,0.0,6.0,Tanapa,1628,TANAPA,0,Lake Victoria,National Park,Mara,20.0,unknown,GeoData Consultants Ltd,Other,unknown,rope pump,commercial,other,soft,enough,surface,hand pump
66966,0.0,unknown,Tulawaka Gold Mine,0,Tulawaka Gold Mine,0,Lake Tanganyika,Centre A,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
24844,0.0,unknown,Rwssp,0,DWE,0,Lake Tanganyika,Ntungulu,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,False,other,user-group,unknown,milky,dry,groundwater,other
73066,0.0,unknown,Government Of Tanzania,0,Gove,0,Internal,Majeng,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
67978,0.0,unknown,World Vision,0,Consulting Engineer,0,Lake Tanganyika,Nzanza,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,on failure,soft,enough,groundwater,hand pump
13443,0.0,unknown,Hesawa,0,DWE,0,Lake Victoria,Shiki,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
32444,0.0,6.0,Adb,1666,JANDU PLUMBER CO,0,Internal,Orkesumet,Arusha,800.0,True,GeoData Consultants Ltd,VWC,unknown,gravity,user-group,on failure,soft,enough,surface,cattle trough
8155,1000.0,29.0,Danida,1628,unknown,0,Rufiji,Station B,Iringa,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
18982,0.0,8.0,Mwang,290,Mwang,0,Wami / Ruvu,Kiswila,Morogoro,150.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
24533,500.0,3.0,Germany Republi,848,CES,0,Pangani,Kawaya Kati,Kilimanjaro,800.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,other,soft,enough,groundwater,communal standpipe
27856,1000.0,11.0,Mdc,1792,DWE,0,Rufiji,N,Iringa,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,annually,soft,enough,groundwater,hand pump
56866,0.0,unknown,Private,0,Private,0,Lake Victoria,Mwagidamoga,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
58445,0.0,33.0,Government Of Tanzania,284,DWE,0,Rufiji,Kisiwani,Morogoro,400.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
41621,0.0,unknown,Desk And Chair Foundation,0,DESK C,0,Lake Victoria,Mwajamu,Mwanza,<built-in function zeros>,unknown,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,enough,groundwater,other
63893,0.0,2.0,Obc,1893,OBC,0,Lake Victoria,Kurinjaa,Arusha,250.0,True,GeoData Consultants Ltd,VWC,False,submersible,user-group,never pay,soft,enough,groundwater,communal standpipe
11225,500.0,3.0,Germany Republi,775,CES,0,Pangani,Lyamnono,Kilimanjaro,560.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,other,soft,enough,groundwater,communal standpipe
20613,0.0,52.0,Government Of Tanzania,480,Government,0,Pangani,Mashine,Kilimanjaro,210.0,True,GeoData Consultants Ltd,Water authority,True,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
39516,0.0,unknown,Rural Water Supply And Sanitat,0,DWE,0,Lake Tanganyika,Businda,Shinyanga,<built-in function zeros>,unknown,GeoData Consultants Ltd,Parastatal,True,other,parastatal,unknown,soft,dry,groundwater,other
8756,0.0,unknown,World Bank,0,Nice,0,Wami / Ruvu,unknown,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,per bucket,salty,enough,groundwater,communal standpipe
10638,1000.0,6.0,Tasaf,683,CJEJOW CONSTRUCTION,0,Ruvuma / Southern Coast,Msanga,Ruvuma,500.0,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,monthly,soft,insufficient,groundwater,hand pump
