id,amount_tsh,days_since_recorded,funder,gps_height,installer,basin,region,population,public_meeting,scheme_management,permit,construction_year,extraction_type_class,management_group,payment_type,water_quality,quantity,source_class,waterpoint_type_group
32999,0.0,983,other,0,other,Lake Nyasa,Mbeya,0,True,vwc,False,unknown,other,user-group,unknown,unknown,dry,groundwater,other
62709,25.0,1010,other,1797,other,Rufiji,Iringa,1,True,vwc,True,00s,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
4103,0.0,298,other,1396,dwe,Lake Tanganyika,Kigoma,350,True,vwc,False,10s,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
32031,0.0,308,other,1826,other,Internal,Manyara,396,True,other,True,90s,handpump,parastatal,never pay,unknown,enough,groundwater,hand pump
17020,0.0,851,other,0,other,Lake Nyasa,Mbeya,0,True,vwc,unknown,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
64049,500.0,988,other,2056,other,Rufiji,Iringa,150,True,vwc,True,00s,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
15202,0.0,31,government,1023,other,Pangani,Kilimanjaro,70,True,vwc,True,70s,gravity,user-group,never pay,soft,insufficient,groundwater,improved spring
54892,0.0,875,hesawa,0,other,Lake Victoria,Kagera,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
43269,30.0,993,other,93,other,Wami / Ruvu,Pwani,30,False,wua,True,00s,submersible,commercial,per bucket,soft,enough,surface,communal standpipe
4618,0.0,307,other,1321,dwe,Lake Victoria,Shinyanga,500,True,wug,False,10s,handpump,user-group,never pay,salty abandoned,enough,groundwater,hand pump
36531,0.0,975,government,0,other,Rufiji,Dodoma,0,True,vwc,True,unknown,submersible,user-group,never pay,soft,enough,groundwater,communal standpipe
55205,0.0,831,hesawa,0,dwe,Lake Victoria,Mwanza,0,True,other,True,unknown,other,user-group,never pay,soft,insufficient,groundwater,other
10357,0.0,988,government,387,rwe,Pangani,Tanga,250,True,vwc,False,70s,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
54833,0.0,983,other,322,other,Rufiji,Morogoro,75,True,vwc,True,10s,submersible,user-group,never pay,soft,enough,groundwater,communal standpipe
34051,0.0,295,world_bank,1434,other,Internal,Singida,35,True,other,True,00s,submersible,parastatal,never pay,soft,enough,groundwater,communal standpipe
40950,100.0,1000,other,317,other,Pangani,Tanga,35,True,vwc,False,10s,gravity,user-group,monthly,soft,insufficient,surface,communal standpipe
39236,200.0,288,government,464,government,Lake Nyasa,Ruvuma,60,True,vwc,True,00s,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
36553,0.0,879,other,0,dwe,Lake Victoria,Kagera,0,True,vwc,True,unknown,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
58726,0.0,868,danida,0,other,Lake Nyasa,Mbeya,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
36833,100.0,302,other,550,other,Ruvuma / Southern Coast,Ruvuma,1,True,vwc,False,90s,handpump,user-group,per bucket,soft,enough,groundwater,hand pump
31929,0.0,851,other,1166,other,Lake Victoria,Mwanza,500,True,other,True,unknown,other,other,never pay,soft,insufficient,groundwater,other
43134,250.0,287,other,1279,other,Lake Tanganyika,Kigoma,230,True,water_authority,True,80s,gravity,user-group,monthly,soft,enough,surface,communal standpipe
73212,0.0,308,other,1160,other,Lake Rukwa,Rukwa,50,True,vwc,True,80s,handpump,user-group,never pay,soft,enough,groundwater,hand pump
55786,0.0,975,other,0,other,Lake Nyasa,Mbeya,0,True,other,unknown,unknown,gravity,parastatal,unknown,soft,enough,groundwater,communal standpipe
71695,0.0,300,rwssp,0,dwe,Lake Victoria,Shinyanga,0,True,wug,False,unknown,handpump,user-group,other,soft,enough,groundwater,hand pump
2884,0.0,1006,other,2306,commu,Lake Nyasa,Iringa,0,True,vwc,False,10s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
39952,0.0,981,government,1321,dwe,Pangani,Tanga,1,True,vwc,True,70s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
50042,0.0,305,other,1559,other,Internal,Singida,1,True,vwc,unknown,10s,submersible,user-group,unknown,unknown,unknown,groundwater,communal standpipe
36274,0.0,861,government,0,dwe,Lake Victoria,Kagera,0,True,wug,True,unknown,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
41219,0.0,1060,other,0,other,Lake Nyasa,Mbeya,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
55158,0.0,848,government,0,other,Lake Victoria,Mwanza,0,True,vwc,True,unknown,motorpump,user-group,never pay,soft,enough,surface,communal standpipe
50557,0.0,866,other,1836,other,Lake Rukwa,Rukwa,1200,False,vwc,False,00s,handpump,user-group,never pay,soft,enough,groundwater,hand pump
50278,0.0,409,other,0,dwe,Lake Tanganyika,Tabora,0,True,wug,False,unknown,handpump,user-group,on failure,soft,enough,groundwater,hand pump
42758,0.0,857,other,0,dwe,Lake Victoria,Kagera,0,True,vwc,False,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
23619,0.0,1015,danida,1707,other,Lake Nyasa,Iringa,1,True,vwc,False,90s,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
5557,0.0,965,government,1763,dwe,Rufiji,Iringa,70,True,vwc,True,70s,gravity,user-group,on failure,soft,dry,surface,communal standpipe
63793,500.0,997,other,138,rwe,Wami / Ruvu,Morogoro,500,True,vwc,True,80s,handpump,user-group,monthly,soft,insufficient,groundwater,hand pump
28098,0.0,1010,other,324,dwe,Wami / Ruvu,Morogoro,200,True,vwc,True,90s,handpump,user-group,never pay,salty,seasonal,groundwater,hand pump
65379,100.0,290,other,1474,other,Wami / Ruvu,Manyara,380,True,other,False,80s,submersible,user-group,per bucket,salty,insufficient,groundwater,communal standpipe
60409,0.0,997,government,0,other,Internal,Dodoma,0,True,vwc,True,unknown,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
51144,0.0,321,other,1155,dwe,Lake Victoria,Mara,250,True,wug,False,90s,other,user-group,unknown,salty,enough,groundwater,other
58047,0.0,259,other,72,other,Wami / Ruvu,Dar es Salaam,1,unknown,other,False,00s,submersible,unknown,unknown,unknown,unknown,groundwater,communal standpipe
65689,0.0,997,government,145,dwe,Pangani,Tanga,350,True,vwc,False,00s,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
53232,0.0,1007,other,-33,other,Rufiji,Pwani,10,True,vwc,False,unknown,submersible,user-group,never pay,salty,enough,groundwater,communal standpipe
29670,0.0,976,other,0,other,Lake Rukwa,Mbeya,0,True,vwc,False,unknown,handpump,user-group,on failure,soft,enough,groundwater,hand pump
27788,0.0,974,other,0,commu,Internal,Dodoma,0,True,vwc,False,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
4177,0.0,399,other,1728,other,Lake Victoria,Mara,400,True,other,True,00s,other,user-group,unknown,soft,enough,groundwater,other
56600,20.0,996,other,53,other,Rufiji,Pwani,2000,True,vwc,False,00s,handpump,user-group,per bucket,soft,enough,groundwater,hand pump
28153,0.0,411,other,0,dwe,Lake Victoria,Shinyanga,0,True,wug,False,unknown,handpump,user-group,other,salty,enough,groundwater,hand pump
65805,0.0,412,other,0,dwe,Lake Tanganyika,Tabora,0,True,vwc,True,unknown,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
44941,0.0,396,hesawa,1463,dwe,Lake Victoria,Mara,1500,True,other,False,90s,other,parastatal,unknown,soft,enough,groundwater,other
39064,500.0,1034,other,431,other,Wami / Ruvu,Morogoro,150,True,vwc,True,80s,other,user-group,monthly,soft,insufficient,groundwater,other
71475,200.0,990,other,278,dwe,Rufiji,Morogoro,100,True,other,True,00s,gravity,user-group,monthly,soft,enough,surface,communal standpipe
38779,0.0,970,other,0,other,Lake Rukwa,Mbeya,0,True,vwc,False,unknown,handpump,user-group,on failure,soft,enough,groundwater,hand pump
27014,0.0,882,government,0,dwe,Lake Victoria,Kagera,0,True,vwc,True,unknown,gravity,user-group,annually,soft,enough,surface,communal standpipe
1666,50.0,316,other,1147,dwe,Lake Victoria,Mara,100,False,vwc,True,00s,gravity,parastatal,per bucket,soft,enough,surface,communal standpipe
56113,0.0,995,other,148,dwe,Pangani,Tanga,120,True,vwc,False,90s,gravity,user-group,never pay,soft,seasonal,groundwater,communal standpipe
52151,500.0,1009,other,1954,other,Rufiji,Iringa,100,True,vwc,True,00s,gravity,user-group,monthly,soft,enough,surface,communal standpipe
17362,0.0,315,other,486,other,Ruvuma / Southern Coast,Mtwara,1,True,water_board,True,70s,submersible,user-group,never pay,soft,seasonal,groundwater,communal standpipe
60418,0.0,287,other,1431,other,Pangani,Kilimanjaro,348,True,vwc,True,00s,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
8056,500.0,254,government,1867,dwe,Pangani,Arusha,150,True,vwc,True,90s,gravity,user-group,on failure,soft,enough,groundwater,other
21412,0.0,983,other,0,dwe,Lake Rukwa,Mbeya,0,True,vwc,True,unknown,submersible,user-group,monthly,salty,insufficient,groundwater,communal standpipe
51482,0.0,285,other,1389,other,Lake Victoria,Mara,1150,unknown,other,True,00s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
20255,0.0,385,other,1206,other,Lake Victoria,Mara,200,False,vwc,False,80s,submersible,user-group,never pay,soft,enough,surface,communal standpipe
8231,0.0,853,other,388,dwe,Wami / Ruvu,Morogoro,1,True,vwc,True,90s,other,user-group,never pay,salty,dry,groundwater,other
42028,0.0,313,other,1423,other,Internal,Singida,354,True,vwc,True,00s,gravity,user-group,never pay,coloured,enough,surface,communal standpipe
45143,250.0,985,other,1702,commu,Lake Nyasa,Iringa,0,True,other,False,00s,gravity,user-group,on failure,soft,enough,groundwater,communal standpipe
15903,0.0,874,other,0,other,Lake Victoria,Kagera,0,True,vwc,False,unknown,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
27868,0.0,859,hesawa,0,dwe,Lake Victoria,Mwanza,0,True,vwc,True,unknown,other,user-group,never pay,soft,enough,groundwater,other
52875,50.0,257,other,3,other,Wami / Ruvu,Dar es Salaam,150,unknown,other,False,00s,submersible,commercial,per bucket,soft,enough,groundwater,communal standpipe
58861,0.0,981,other,0,other,Internal,Dodoma,0,True,vwc,False,unknown,motorpump,user-group,per bucket,salty abandoned,insufficient,groundwater,communal standpipe
47215,500.0,319,other,1299,other,Lake Tanganyika,Rukwa,12,True,vwc,True,80s,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
74007,0.0,992,other,1742,other,Pangani,Tanga,1,True,vwc,True,80s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
17130,0.0,333,government,1476,government,Pangani,Kilimanjaro,1,True,wua,True,70s,gravity,user-group,monthly,soft,insufficient,groundwater,communal standpipe
33781,500.0,313,danida,1125,dwe,Lake Tanganyika,Kigoma,2140,True,water_authority,False,00s,handpump,user-group,on failure,soft,enough,groundwater,hand pump
41964,1000.0,867,other,1109,dwe,Lake Rukwa,Rukwa,1200,True,vwc,True,00s,handpump,user-group,monthly,salty,insufficient,groundwater,hand pump
54373,500.0,280,other,830,dwe,Ruvuma / Southern Coast,Ruvuma,540,True,wug,False,00s,handpump,user-group,monthly,soft,insufficient,groundwater,hand pump
64401,0.0,399,other,1280,other,Lake Victoria,Mara,200,False,wug,unknown,00s,handpump,user-group,never pay,salty,enough,groundwater,hand pump
60230,0.0,297,other,624,other,Ruvuma / Southern Coast,Ruvuma,1,False,other,False,00s,handpump,parastatal,never pay,soft,insufficient,groundwater,hand pump
34010,0.0,320,hesawa,1143,dwe,Lake Victoria,Mara,500,True,wug,False,90s,other,user-group,unknown,soft,enough,groundwater,other
50437,1000.0,1005,other,2199,other,Rufiji,Iringa,50,True,vwc,True,00s,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
32418,0.0,995,other,146,dwe,Pangani,Tanga,120,True,vwc,False,90s,gravity,user-group,never pay,soft,seasonal,groundwater,communal standpipe
39701,0.0,866,other,0,other,Lake Victoria,Mwanza,0,unknown,vwc,True,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
100,0.0,982,danida,1712,dwe,Rufiji,Iringa,0,True,vwc,True,unknown,other,user-group,never pay,soft,enough,groundwater,other
60225,0.0,282,other,754,other,Ruvuma / Southern Coast,Ruvuma,90,True,vwc,True,70s,gravity,user-group,on failure,soft,seasonal,surface,communal standpipe
48074,5000.0,1010,other,116,other,Wami / Ruvu,Pwani,10,True,other,True,10s,motorpump,commercial,never pay,soft,insufficient,surface,communal standpipe
67667,0.0,833,other,0,rwe,Lake Victoria,Mwanza,0,True,other,True,unknown,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
40255,200.0,988,other,1337,dwe,Rufiji,Iringa,35,True,vwc,False,80s,gravity,user-group,on failure,soft,enough,surface,communal standpipe
32098,0.0,1005,other,326,rwe,Wami / Ruvu,Morogoro,400,True,vwc,True,70s,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
22920,0.0,259,danida,1618,danida,Lake Nyasa,Ruvuma,30,False,vwc,True,90s,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
18965,0.0,873,other,0,dwe,Lake Tanganyika,Kagera,0,True,vwc,True,unknown,handpump,user-group,never pay,coloured,enough,groundwater,hand pump
47440,0.0,1064,other,1468,dwe,Rufiji,Iringa,360,True,wua,True,70s,gravity,user-group,on failure,soft,enough,surface,communal standpipe
11135,0.0,859,hesawa,0,dwe,Lake Victoria,Mwanza,0,True,vwc,True,unknown,handpump,user-group,per bucket,soft,insufficient,groundwater,hand pump
47498,0.0,966,other,0,other,Lake Nyasa,Mbeya,0,True,vwc,unknown,unknown,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
48973,0.0,318,world_bank,1442,other,Internal,Singida,1,True,vwc,True,10s,other,user-group,other,unknown,enough,groundwater,other
3430,0.0,319,other,292,other,Ruvuma / Southern Coast,Lindi,50,True,vwc,True,70s,motorpump,user-group,unknown,salty,dry,groundwater,communal standpipe
18302,0.0,1003,other,261,other,Pangani,Tanga,400,True,vwc,False,70s,other,user-group,never pay,soft,dry,groundwater,other
48378,0.0,423,other,0,dwe,Lake Tanganyika,Shinyanga,0,True,wug,True,unknown,handpump,user-group,unknown,soft,enough,groundwater,hand pump
52348,0.0,418,other,0,other,Lake Tanganyika,Tabora,0,True,vwc,True,unknown,other,user-group,never pay,soft,enough,groundwater,other
66811,0.0,285,other,0,other,Lake Victoria,Shinyanga,0,True,wug,False,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
62512,100.0,284,other,852,other,Pangani,Manyara,200,True,vwc,True,80s,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
53350,0.0,258,other,1285,other,Pangani,Arusha,186,True,vwc,True,90s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
59668,250.0,288,other,1292,other,Lake Tanganyika,Kigoma,210,True,water_authority,True,80s,gravity,user-group,monthly,soft,insufficient,surface,communal standpipe
28773,0.0,996,other,1781,other,Pangani,Tanga,1,True,vwc,True,90s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
60419,0.0,253,government,1398,other,Pangani,Arusha,160,True,vwc,True,00s,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
11105,50.0,975,government,716,other,Pangani,Tanga,50,True,vwc,False,00s,submersible,user-group,per bucket,soft,insufficient,surface,communal standpipe
18575,0.0,990,other,272,dwe,Rufiji,Morogoro,500,True,other,True,00s,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
58045,5.0,0,other,972,other,Pangani,Kilimanjaro,1,True,water_board,True,90s,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
38858,25.0,61,other,709,dwe,Pangani,Kilimanjaro,100,True,water_board,True,00s,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
18497,0.0,857,other,0,other,Lake Victoria,Shinyanga,0,True,wug,False,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
790,0.0,276,other,1431,other,Pangani,Kilimanjaro,1,True,other,True,90s,gravity,commercial,monthly,soft,insufficient,groundwater,communal standpipe
23094,0.0,1013,other,120,dwe,Rufiji,Pwani,1,True,vwc,True,90s,other,user-group,never pay,soft,dry,groundwater,other
44515,0.0,856,government,0,dwe,Lake Victoria,Kagera,0,True,wug,True,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
16613,0.0,398,other,0,other,Lake Tanganyika,Tabora,0,True,other,True,unknown,handpump,commercial,per bucket,soft,insufficient,groundwater,hand pump
6060,1000.0,998,other,0,other,Wami / Ruvu,Morogoro,521,True,vwc,False,90s,gravity,user-group,annually,soft,insufficient,groundwater,communal standpipe
65332,0.0,855,other,0,other,Lake Victoria,Kagera,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
17058,50.0,984,danida,-24,other,Wami / Ruvu,Pwani,60,True,other,True,90s,submersible,commercial,per bucket,soft,enough,surface,communal standpipe
39288,0.0,308,other,0,dwe,Lake Victoria,Shinyanga,0,True,wug,False,unknown,handpump,user-group,other,salty abandoned,insufficient,groundwater,hand pump
30515,0.0,0,other,1545,other,Pangani,Kilimanjaro,344,True,water_authority,True,00s,gravity,user-group,never pay,soft,enough,surface,communal standpipe
4680,0.0,318,other,1296,other,Lake Tanganyika,Rukwa,176,True,water_authority,True,80s,other,commercial,never pay,soft,enough,groundwater,hand pump
60998,0.0,315,other,341,other,Ruvuma / Southern Coast,Mtwara,1,True,water_board,True,80s,submersible,user-group,never pay,soft,seasonal,groundwater,communal standpipe
50560,0.0,975,government,0,government,Lake Rukwa,Mbeya,0,True,vwc,True,unknown,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
21892,0.0,409,government,0,dwe,Internal,Tabora,0,True,water_authority,False,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
58791,20.0,995,other,159,other,Wami / Ruvu,Pwani,150,True,wua,True,00s,submersible,user-group,per bucket,soft,enough,surface,communal standpipe
61369,0.0,985,world_bank,0,other,Wami / Ruvu,Dodoma,0,True,vwc,False,unknown,submersible,user-group,per bucket,salty,dry,groundwater,communal standpipe
35496,50.0,999,government,169,dwe,Pangani,Tanga,2500,True,vwc,False,00s,handpump,user-group,per bucket,salty,insufficient,groundwater,hand pump
3455,0.0,849,other,0,other,Lake Victoria,Mwanza,0,True,vwc,True,unknown,handpump,user-group,monthly,soft,enough,groundwater,hand pump
50927,200.0,255,other,1308,other,Internal,Arusha,400,True,vwc,True,00s,gravity,user-group,per bucket,soft,insufficient,surface,communal standpipe
23923,0.0,385,government,0,other,Lake Tanganyika,Tabora,0,True,vwc,True,unknown,motorpump,user-group,never pay,soft,enough,groundwater,communal standpipe
53428,0.0,854,other,0,other,Lake Victoria,Mwanza,0,True,vwc,True,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
4972,0.0,402,other,0,dwe,Lake Tanganyika,Tabora,0,True,vwc,True,unknown,handpump,user-group,never pay,soft,enough,groundwater,hand pump
7299,0.0,979,other,247,other,Rufiji,Morogoro,150,True,other,True,90s,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
35530,0.0,847,government,57,dwe,Pangani,Tanga,40,True,vwc,True,80s,other,user-group,never pay,soft,dry,groundwater,other
25574,0.0,278,world_bank,1071,government,Wami / Ruvu,Manyara,1,True,vwc,True,00s,submersible,user-group,never pay,soft,enough,groundwater,communal standpipe
37395,0.0,861,other,1219,dwe,Lake Victoria,Mwanza,800,True,other,True,00s,other,user-group,never pay,soft,insufficient,groundwater,other
11519,0.0,403,hesawa,0,dwe,Lake Victoria,Mwanza,0,True,other,True,unknown,gravity,parastatal,never pay,soft,dry,surface,communal standpipe
51751,0.0,986,other,288,other,Rufiji,Morogoro,1200,True,other,True,00s,other,user-group,never pay,soft,insufficient,groundwater,hand pump
4692,500.0,988,other,342,dwe,Rufiji,Morogoro,260,True,water_board,True,00s,gravity,user-group,monthly,soft,enough,surface,communal standpipe
67733,0.0,851,government,0,dwe,Lake Victoria,Kagera,0,True,vwc,True,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
63243,250.0,312,other,1287,dwe,Lake Tanganyika,Kigoma,549,True,water_authority,True,10s,gravity,user-group,monthly,soft,enough,surface,communal standpipe
13209,0.0,995,other,79,dwe,Pangani,Tanga,1500,True,vwc,False,10s,gravity,user-group,never pay,soft,enough,surface,communal standpipe
56158,0.0,862,other,0,other,Lake Victoria,Kagera,0,True,wua,True,unknown,handpump,user-group,monthly,soft,enough,groundwater,hand pump
57466,50.0,260,other,-20,other,Wami / Ruvu,Dar es Salaam,25,True,vwc,False,00s,submersible,user-group,per bucket,salty,enough,groundwater,communal standpipe
24805,0.0,860,other,1150,dwe,Lake Rukwa,Rukwa,300,True,vwc,True,90s,handpump,user-group,on failure,soft,enough,groundwater,hand pump
13175,50.0,317,other,453,other,Ruvuma / Southern Coast,Mtwara,500,True,vwc,False,00s,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
45458,0.0,410,other,1229,other,Lake Victoria,Mara,582,unknown,other,False,10s,gravity,parastatal,unknown,soft,insufficient,surface,hand pump
61168,500.0,264,other,1070,other,Lake Nyasa,Ruvuma,800,False,other,True,00s,handpump,other,monthly,soft,seasonal,groundwater,hand pump
30529,3000.0,293,other,679,other,Ruvuma / Southern Coast,Ruvuma,1,True,vwc,False,90s,handpump,user-group,annually,soft,enough,groundwater,hand pump
39736,0.0,274,other,1412,other,Pangani,Kilimanjaro,1,True,other,True,00s,gravity,commercial,monthly,soft,insufficient,groundwater,communal standpipe
65319,0.0,328,other,1506,other,Internal,Singida,1,True,vwc,unknown,90s,other,user-group,unknown,soft,insufficient,groundwater,other
74132,30.0,1006,other,196,dwe,Pangani,Tanga,150,True,vwc,False,00s,gravity,user-group,per bucket,salty,insufficient,groundwater,communal standpipe
40091,0.0,865,other,0,dwe,Lake Victoria,Kagera,0,True,vwc,False,unknown,gravity,parastatal,never pay,soft,enough,groundwater,communal standpipe
42599,0.0,1001,government,1375,other,Rufiji,Iringa,400,True,vwc,True,90s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
2796,200.0,1008,danida,267,rwe,Wami / Ruvu,Morogoro,160,True,vwc,True,70s,gravity,user-group,monthly,soft,insufficient,surface,communal standpipe
56951,0.0,870,other,0,other,Lake Rukwa,Mbeya,0,True,vwc,False,unknown,handpump,user-group,on failure,soft,enough,groundwater,hand pump
73499,50.0,991,other,67,other,Wami / Ruvu,Pwani,1,True,water_authority,True,00s,motorpump,user-group,per bucket,soft,enough,surface,communal standpipe
24219,1000.0,312,government,1167,other,Lake Rukwa,Rukwa,420,True,vwc,True,90s,handpump,user-group,on failure,soft,enough,groundwater,hand pump
10905,0.0,980,other,0,commu,Internal,Dodoma,0,True,vwc,False,unknown,motorpump,commercial,per bucket,soft,insufficient,groundwater,communal standpipe
62780,0.0,994,other,0,other,Rufiji,Dodoma,0,True,vwc,True,unknown,motorpump,user-group,unknown,soft,dry,groundwater,communal standpipe
73750,0.0,287,other,720,other,Pangani,Kilimanjaro,360,True,vwc,True,80s,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
22997,10.0,214,other,1255,other,Pangani,Kilimanjaro,75,True,water_board,True,90s,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
70130,0.0,183,other,1163,other,Pangani,Arusha,136,True,vwc,True,00s,submersible,user-group,unknown,soft,insufficient,surface,communal standpipe
67009,0.0,961,government,0,other,Internal,Dodoma,0,True,vwc,False,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
18610,0.0,294,other,1181,dwe,Internal,Manyara,35,True,vwc,True,90s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
27274,0.0,274,hesawa,1639,other,Lake Victoria,Mara,250,unknown,other,True,90s,handpump,user-group,unknown,salty,insufficient,groundwater,hand pump
15506,0.0,299,other,1325,other,Lake Tanganyika,Kigoma,350,True,vwc,False,80s,handpump,user-group,unknown,soft,enough,groundwater,hand pump
31350,0.0,998,danida,1845,other,Lake Nyasa,Iringa,75,True,vwc,False,90s,gravity,user-group,on failure,soft,insufficient,groundwater,communal standpipe
6648,0.0,248,other,1853,other,Internal,Arusha,50,True,water_board,True,70s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
43803,0.0,400,government,0,other,Lake Tanganyika,Tabora,0,True,vwc,True,unknown,submersible,user-group,never pay,soft,dry,groundwater,hand pump
55500,0.0,392,hesawa,0,dwe,Lake Victoria,Mwanza,0,True,other,True,unknown,other,user-group,never pay,soft,insufficient,groundwater,other
13986,0.0,302,other,2554,other,Internal,Arusha,150,True,other,True,10s,gravity,parastatal,never pay,soft,enough,surface,communal standpipe
34336,50.0,314,other,334,other,Ruvuma / Southern Coast,Mtwara,230,True,water_board,True,80s,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
63118,0.0,415,other,0,other,Lake Victoria,Shinyanga,0,True,wug,True,unknown,handpump,user-group,never pay,soft,seasonal,groundwater,hand pump
65821,20.0,255,other,1314,other,Internal,Arusha,300,True,vwc,True,00s,gravity,user-group,per bucket,soft,insufficient,surface,communal standpipe
22918,0.0,964,other,0,other,Rufiji,Mbeya,0,True,wua,True,unknown,gravity,user-group,monthly,soft,seasonal,surface,communal standpipe
3251,0.0,996,other,-19,other,Pangani,Tanga,90,False,other,False,00s,other,commercial,never pay,salty,insufficient,groundwater,other
29201,0.0,311,other,0,dwe,Lake Victoria,Shinyanga,0,unknown,wug,False,unknown,handpump,user-group,unknown,soft,enough,groundwater,hand pump
43719,0.0,991,other,0,other,Internal,Dodoma,0,True,vwc,True,unknown,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
69872,1000.0,311,other,1092,other,Lake Rukwa,Rukwa,500,True,vwc,True,90s,other,user-group,annually,soft,enough,groundwater,other
72307,0.0,400,hesawa,1240,other,Lake Victoria,Mara,325,True,vwc,True,90s,submersible,user-group,never pay,salty,enough,groundwater,communal standpipe
63842,0.0,872,other,1532,dwe,Lake Tanganyika,Rukwa,1,True,vwc,False,00s,gravity,user-group,unknown,soft,insufficient,surface,communal standpipe
66400,0.0,303,danida,1475,other,Lake Tanganyika,Kigoma,350,True,vwc,False,00s,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
63743,500.0,272,government,880,other,Pangani,Kilimanjaro,50,True,water_board,True,70s,gravity,user-group,monthly,soft,insufficient,groundwater,communal standpipe
57662,2400.0,1000,other,907,other,Rufiji,Iringa,1,True,vwc,True,00s,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
41590,0.0,863,other,1195,other,Lake Victoria,Mwanza,150,False,other,True,00s,handpump,other,never pay,soft,enough,groundwater,hand pump
1028,0.0,291,other,1607,other,Internal,Manyara,691,True,vwc,True,00s,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
70386,0.0,289,other,1289,other,Internal,Singida,585,True,other,True,00s,gravity,parastatal,never pay,soft,seasonal,surface,communal standpipe
270,0.0,257,danida,1654,danida,Lake Nyasa,Ruvuma,36,unknown,vwc,True,90s,gravity,user-group,unknown,soft,dry,groundwater,communal standpipe
7741,0.0,287,other,1379,other,Pangani,Kilimanjaro,20,True,vwc,True,00s,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
51494,0.0,302,government,1121,other,Lake Rukwa,Rukwa,1,True,water_authority,True,80s,handpump,commercial,never pay,soft,enough,groundwater,hand pump
15158,0.0,990,government,0,other,Wami / Ruvu,Dodoma,0,True,vwc,True,unknown,gravity,user-group,annually,soft,insufficient,groundwater,communal standpipe
17745,50.0,990,other,-21,other,Wami / Ruvu,Pwani,30,True,other,True,00s,submersible,commercial,per bucket,soft,insufficient,surface,communal standpipe
